sample_id,cs_flow_rate,pb_flow_rate,temperature,residence_time,plqy,emission_peak,fwhm,quality_class,pl_peak_wavelength,pl_peak_intensity,pl_integrated_intensity,pl_fwhm_calculated,abs_edge_wavelength,abs_peak_intensity,abs_integrated,stokes_shift,pl_symmetry,baseline_level
1633,0.6,1.47,182.7,86.7,0.3682,518.36,47.67,poor,520.0,1.0,79.98224626572477,52.94117647058823,400.0,1.0,124.69390886920591,120.0,0.911723886708002,0.09544202163917825
1634,0.83,0.81,147.5,219.7,0.816,515.5,24.98,excellent,516.4705882352941,1.0,36.86577994466971,24.705882352941103,400.0,1.0,121.16070761796927,116.47058823529414,0.9899664353808003,0.040035100834959945
1635,0.6,1.6,131.8,186.7,0.4883,518.79,43.7,fair,518.8235294117648,1.0,71.3744631464756,49.41176470588232,400.0,1.0,127.10870499546836,118.82352941176475,0.9098316374157713,0.06974589733477962
1636,0.6,1.6,160.9,120.0,0.5857,520.67,37.76,fair,523.5294117647059,1.0,61.2120251039547,38.823529411764696,400.0,1.0,127.05153861170606,123.52941176470586,0.9822054903948491,0.08215960784985407
1637,0.6,0.83,131.8,103.3,0.7571,514.91,35.71,excellent,516.4705882352941,1.0,52.53945332080475,36.470588235294144,400.0,1.0,119.73713170017609,116.47058823529414,0.9809037440029039,0.055991019275367405
1638,1.98,1.2,149.2,234.7,0.6879,515.13,35.22,good,514.1176470588235,1.0,54.43998480269451,36.470588235294144,400.0,1.0,113.79571606718808,114.11764705882354,0.8538957935729602,0.0591711546656624
1639,0.55,1.74,164.8,246.6,0.5331,520.65,39.05,fair,517.6470588235294,1.0,63.5429110373052,40.00000000000006,400.0,1.0,126.37542493559621,117.64705882352939,0.8004630445543919,0.08743294955338823
1640,0.6,1.21,124.5,220.0,0.5711,517.58,40.51,fair,514.1176470588235,1.0,66.3226887985058,43.529411764705856,400.0,1.0,125.32489363069878,114.11764705882354,0.7705318105008685,0.0810987519138622
1641,0.76,0.83,146.4,153.3,0.92,514.37,21.55,excellent,514.1176470588235,1.0,35.822261552629236,21.17647058823536,400.0,1.0,121.56213844747734,114.11764705882354,0.8757585281938775,0.04503769724566608
1642,0.71,0.68,184.6,247.8,0.7973,515.18,28.98,excellent,515.2941176470588,1.0,44.809936137126435,28.235294117647015,400.0,1.0,121.94743843914162,115.29411764705878,0.9147595798790554,0.04867795819181594
1643,0.52,0.71,129.7,83.7,0.591,515.81,34.24,fair,517.6470588235294,1.0,58.249538831001644,35.29411764705884,400.0,1.0,127.02412572862157,117.64705882352939,0.9213665776370105,0.06746284938387802
1644,0.6,0.7,182.7,120.0,0.7457,518.83,30.88,good,516.4705882352941,1.0,47.45436068089107,30.58823529411768,400.0,1.0,122.69636164238194,116.47058823529414,0.8134155387844567,0.05248378104604258
1645,2.12,0.92,158.5,113.4,0.5449,510.0,41.72,fair,509.4117647058824,1.0,68.23148731552214,47.058823529411825,400.0,1.0,119.4796355991466,109.41176470588238,0.8339767624962379,0.0781058360092454
1646,0.93,1.63,133.9,186.7,0.648,516.49,37.23,good,520.0,1.0,64.16112739467779,40.0,400.0,1.0,125.17140793817049,120.0,0.9843971932954609,0.08866248667223398
1647,0.6,1.21,182.7,170.0,0.6114,519.68,36.69,good,521.1764705882354,1.0,65.07378679790153,38.823529411764696,400.0,1.0,127.71085904162764,121.17647058823536,0.9287423318884391,0.09128086324432357
1648,0.66,1.46,136.5,115.7,0.4657,519.52,43.08,fair,517.6470588235294,1.0,74.50284257270137,47.05882352941177,400.0,1.0,125.67388429587655,117.64705882352939,0.877419537692512,0.09391887001202533
1649,0.76,0.83,153.6,120.0,0.92,514.55,26.45,excellent,515.2941176470588,1.0,37.439199552772266,25.882352941176407,400.0,1.0,122.09620237367255,115.29411764705878,0.977074528035586,0.026939383377044056
1650,0.6,0.7,146.4,120.0,0.8243,517.86,26.41,excellent,517.6470588235294,1.0,40.66102264799095,25.88235294117652,400.0,1.0,125.75558929298599,117.64705882352939,0.903280850444568,0.038557447034257425
1651,0.6,0.83,131.8,86.7,0.5265,515.83,40.31,fair,514.1176470588235,1.0,67.60136838329626,43.52941176470591,400.0,1.0,107.62682552279252,114.11764705882354,0.8115443751874947,0.08916737105934025
1652,0.6,1.09,139.1,120.0,0.4536,520.98,42.86,fair,522.3529411764706,1.0,77.94700851297881,49.411764705882376,400.0,1.0,128.46644970319068,122.35294117647061,0.9503620929208048,0.11427180105800763
1653,1.26,1.71,113.9,165.7,0.7315,515.71,34.19,good,520.0,1.0,52.04144051132687,35.2941176470589,400.0,1.0,120.05303041358623,120.0,0.9096799597259102,0.04520713863866365
1654,0.6,0.83,168.2,186.7,0.6094,519.5,35.12,good,518.8235294117648,1.0,60.89788803216822,38.82352941176475,400.0,1.0,126.28491802491794,118.82352941176475,0.8588960972530416,0.07591922948268319
1655,1.32,1.19,175.8,84.5,0.7036,517.54,28.1,good,516.4705882352941,1.0,47.643329165105115,28.235294117647072,400.0,1.0,126.17855639291756,116.47058823529414,0.8436480900373392,0.06451856444151986
1656,0.76,0.83,139.1,103.3,0.92,517.7,24.39,excellent,517.6470588235294,1.0,33.879492794879894,23.529411764705856,400.0,1.0,124.59199310763753,117.64705882352939,0.9256664903541391,0.03300394335418962
1657,0.7,1.53,142.9,113.8,0.5648,517.36,38.61,fair,520.0,1.0,60.64619377022206,40.0,400.0,1.0,124.08468018086705,120.0,0.9789026737426089,0.07220418773512566
1658,0.6,0.7,110.0,203.3,0.6965,516.71,33.14,good,518.8235294117648,1.0,57.318170692020004,36.47058823529409,400.0,1.0,123.72668662572327,118.82352941176475,0.9585280188860795,0.07801338064667449
1659,0.76,0.7,146.4,136.7,0.92,511.66,23.5,excellent,510.5882352941177,1.0,35.55551379388516,23.529411764705856,400.0,1.0,119.02812981053253,110.58823529411768,0.8481685517493451,0.03384004539382298
1660,1.75,0.7,118.7,116.0,0.5522,513.06,49.24,fair,509.4117647058824,1.0,72.5039239959684,52.94117647058829,400.0,1.0,119.34741924760255,109.41176470588238,0.7731320109304903,0.06170214470399003
1661,0.76,0.7,182.7,70.0,0.7233,515.81,30.98,good,514.1176470588235,1.0,52.87331556588879,32.94117647058823,400.0,1.0,126.00179668436363,114.11764705882354,0.8195677149269613,0.07879865606285873
1662,0.6,1.09,175.5,103.3,0.6071,516.0,33.37,good,515.2941176470588,1.0,55.18847442317541,34.11764705882359,400.0,1.0,120.51786098309711,115.29411764705878,0.8364789680600204,0.060362185366107116
1663,0.6,0.96,117.3,120.0,0.6709,515.81,37.81,good,512.9411764705883,1.0,59.43012861984539,41.17647058823525,400.0,1.0,124.9592804846447,112.94117647058829,0.7895016182814263,0.07647364367805215
1664,1.0,1.17,141.4,97.9,0.624,519.37,32.62,good,517.6470588235294,1.0,54.42361359266013,35.29411764705878,400.0,1.0,128.16138357937032,117.64705882352939,0.8167517204276005,0.07117743221855613
1665,0.6,1.6,146.4,170.0,0.6098,514.1,39.1,good,514.1176470588235,1.0,62.44797635459997,41.17647058823525,400.0,1.0,121.89724092351508,114.11764705882354,0.8612953698889763,0.07594744936772277
1666,1.22,0.81,184.4,170.3,0.7681,516.04,32.73,excellent,515.2941176470588,1.0,46.630195456951384,32.94117647058823,400.0,1.0,124.60272717698741,115.29411764705878,0.8856885047871321,0.043743747498253334
1667,0.6,1.6,139.1,70.0,0.5031,518.83,43.69,fair,518.8235294117648,1.0,66.67070925203302,44.70588235294122,400.0,1.0,121.27738801342217,118.82352941176475,0.8922341530951681,0.07689953702033586
1668,0.92,1.22,119.8,200.3,0.737,514.15,34.59,good,512.9411764705883,1.0,54.9944815715412,34.117647058823536,400.0,1.0,119.75974716467424,112.94117647058829,0.8458006018749765,0.06022560738305105
1669,0.92,1.77,114.6,227.7,0.3929,517.35,47.07,poor,517.6470588235294,1.0,78.74700070932008,52.941176470588175,400.0,1.0,118.68903916886933,117.64705882352939,0.8988721400630341,0.09954645017176486
1670,0.6,1.34,124.5,120.0,0.5317,516.26,43.17,fair,522.3529411764706,1.0,70.05230980105573,47.058823529411825,400.0,1.0,122.18948809038538,122.35294117647061,0.9577080784760149,0.10780306496763055
1671,0.6,0.96,182.7,153.3,0.383,520.49,42.13,poor,518.8235294117648,1.0,85.87191881438588,50.58823529411768,400.0,1.0,119.46516105289433,118.82352941176475,0.8303379173251892,0.15487019394632012
1672,0.72,0.96,197.5,217.1,0.5201,518.35,39.24,fair,516.4705882352941,1.0,62.31761614203896,41.176470588235304,400.0,1.0,121.50101231228189,116.47058823529414,0.8274422457924989,0.08140511520435448
1673,0.6,0.96,124.5,103.3,0.6692,512.71,38.7,good,510.5882352941177,1.0,55.309754894988515,38.82352941176475,400.0,1.0,119.676349527529,110.58823529411768,0.819566996990033,0.04848860041337788
1674,0.52,1.04,138.7,156.9,0.4891,519.84,42.26,fair,523.5294117647059,1.0,66.07742680105014,43.52941176470591,400.0,1.0,124.89755023174628,123.52941176470586,0.9906685547070994,0.05168848616016739
1675,0.57,1.23,134.8,171.0,0.5594,516.05,40.78,fair,515.2941176470588,1.0,63.55251125797966,41.176470588235304,400.0,1.0,122.41941388820572,115.29411764705878,0.8581834132890285,0.0806097106212334
1676,1.53,1.19,139.5,97.3,0.92,513.2,24.22,excellent,514.1176470588235,1.0,34.91451015777696,23.529411764705912,400.0,1.0,119.89098055860988,114.11764705882354,0.9741254635572049,0.03566434910364215
1677,0.6,0.83,131.8,70.0,0.7149,515.97,30.63,good,515.2941176470588,1.0,45.60855731181826,31.764705882352928,400.0,1.0,120.29961295899838,115.29411764705878,0.8927836492600629,0.05732400487791519
1678,0.6,1.09,190.0,103.3,0.524,521.28,41.2,fair,518.8235294117648,1.0,75.77258584954959,45.882352941176464,400.0,1.0,128.01274362678677,118.82352941176475,0.8185314060109219,0.11024360706525815
1679,0.6,1.34,139.1,70.0,0.5825,516.38,39.89,fair,517.6470588235294,1.0,63.75894642912891,44.70588235294116,400.0,1.0,121.73148204029374,117.64705882352939,0.9104144147522316,0.08226301256821213
1680,1.26,1.42,122.4,97.9,0.6485,516.27,30.15,good,516.4705882352941,1.0,49.15844485492973,31.764705882352985,400.0,1.0,121.55858846437869,116.47058823529414,0.8873155566003161,0.049733629188992455
1681,1.7,1.75,151.0,223.2,0.8896,513.05,24.96,excellent,512.9411764705883,1.0,34.07685843764122,24.70588235294116,400.0,1.0,119.83100452528734,112.94117647058829,0.9142604854687351,0.03532930050710483
1682,0.6,1.21,160.9,70.0,0.5467,517.97,37.34,fair,516.4705882352941,1.0,62.060870922096456,40.0,400.0,1.0,125.88747089362602,116.47058823529414,0.8260688337935257,0.09339047143126444
1683,2.02,1.31,128.1,189.3,0.7039,516.9,37.09,good,520.0,1.0,58.501845895806795,40.0,400.0,1.0,125.35821837612903,120.0,0.9827941238279513,0.06276195673379777
1684,0.6,1.6,168.2,203.3,0.4759,519.39,41.73,fair,518.8235294117648,1.0,73.02449571675126,48.23529411764707,400.0,1.0,127.41362404318913,118.82352941176475,0.886668964455359,0.0755216244313476
1685,0.6,1.21,110.0,203.3,0.4745,519.03,44.45,fair,521.1764705882354,1.0,73.84636025717305,48.235294117647015,400.0,1.0,125.92484547056415,121.17647058823536,0.9488836297960188,0.10319265300296483
1686,1.33,1.06,131.5,228.8,0.92,514.05,23.2,excellent,514.1176470588235,1.0,33.239111970529635,22.35294117647061,400.0,1.0,120.26782414050723,114.11764705882354,0.9446899377448451,0.03060168356707147
1687,0.76,0.83,175.5,86.7,0.764,516.36,28.14,excellent,517.6470588235294,1.0,44.09126711039342,27.058823529411825,400.0,1.0,124.16769802854417,117.64705882352939,0.9605479883365452,0.049300483632698976
1688,0.6,0.83,124.5,170.0,0.7916,515.42,32.72,excellent,514.1176470588235,1.0,48.057777323539526,32.94117647058823,400.0,1.0,124.3584248073079,114.11764705882354,0.8637195887412055,0.05740834441170626
1689,1.66,1.04,137.1,177.7,0.8758,513.04,28.83,excellent,511.7647058823529,1.0,41.37642908138068,28.235294117647015,400.0,1.0,120.83403346241211,111.76470588235293,0.8598625689153874,0.037712622276913764
1690,0.87,1.25,114.6,247.8,0.3762,520.13,44.61,poor,524.7058823529412,1.0,86.25360600607314,56.47058823529403,400.0,1.0,118.46563113356434,124.70588235294122,0.9989128405427998,0.11659544782229973
1691,0.6,1.09,139.1,103.3,0.4827,518.45,44.26,fair,518.8235294117648,1.0,79.39047868475689,55.29411764705878,400.0,1.0,124.90505870077216,118.82352941176475,0.9000875104111987,0.09135104086637438
1692,0.6,1.6,190.0,136.7,0.5574,520.69,43.33,fair,525.8823529411765,1.0,70.29827579278793,45.882352941176464,400.0,1.0,125.76775276032296,125.88235294117646,0.9619509988764515,0.09693267286404252
1693,2.16,1.36,177.8,232.1,0.6186,515.94,33.8,good,517.6470588235294,1.0,52.69369521684427,35.29411764705884,400.0,1.0,122.92414044189151,117.64705882352939,0.9624517415644978,0.05685781465348155
1694,0.6,1.34,146.4,220.0,0.5402,519.99,39.39,fair,515.2941176470588,1.0,67.85481473749199,42.35294117647061,400.0,1.0,126.8287164034619,115.29411764705878,0.7424767004339626,0.10450455911495524
1695,1.89,0.64,187.0,219.4,0.4813,515.76,57.21,fair,518.8235294117648,1.0,88.9529376441961,71.76470588235293,400.0,1.0,124.0635202817441,118.82352941176475,0.9869413947067052,0.09191077467924116
1696,0.6,1.09,182.7,120.0,0.6421,518.55,37.4,good,518.8235294117648,1.0,55.26686193387925,36.47058823529409,400.0,1.0,124.89087165612244,118.82352941176475,0.9055035622338711,0.06983046269308613
1697,0.72,1.24,104.2,161.5,0.4547,519.52,47.6,fair,523.5294117647059,1.0,75.71668430821173,52.941176470588175,400.0,1.0,124.16700558170946,123.52941176470586,0.9799717393518462,0.09058830742267752
1698,0.6,0.83,153.6,170.0,0.6189,518.09,34.88,good,518.8235294117648,1.0,55.5726913834994,35.29411764705884,400.0,1.0,124.82280580495106,118.82352941176475,0.9268182652656289,0.07361319546869549
1699,0.76,0.83,153.6,186.7,0.8194,514.18,27.2,excellent,514.1176470588235,1.0,42.84002703944219,25.882352941176407,400.0,1.0,121.08662720507955,114.11764705882354,0.88810923001866,0.03716357198978814
1700,1.0,1.29,199.7,138.3,0.6278,518.67,35.11,good,520.0,1.0,58.55470280563321,37.64705882352939,400.0,1.0,123.80064446915861,120.0,0.9371454638419553,0.07762123471997687
1701,0.6,1.34,110.0,203.3,0.6873,515.74,41.29,good,517.6470588235294,1.0,60.777501249977355,44.70588235294122,400.0,1.0,124.26595515175903,117.64705882352939,0.9561076151111726,0.06097480973074913
1702,0.6,0.83,124.5,120.0,0.7693,517.29,32.23,excellent,517.6470588235294,1.0,50.03571323493811,31.764705882352985,400.0,1.0,124.17898644364446,117.64705882352939,0.9323461246213477,0.056321969251971506
1703,0.6,1.47,131.8,86.7,0.4678,517.08,46.72,fair,516.4705882352941,1.0,83.68987457067354,59.99999999999994,400.0,1.0,124.20988029856917,116.47058823529414,0.8715196682268476,0.08726785947855362
1704,2.13,1.64,101.0,92.9,0.3755,517.77,44.04,poor,512.9411764705883,1.0,81.43624332416601,48.235294117647015,400.0,1.0,117.50931064260243,112.94117647058829,0.7679363035261229,0.13053490120849354
1705,0.76,0.7,124.5,86.7,0.6642,514.79,32.97,good,517.6470588235294,1.0,52.87895589978805,35.2941176470589,400.0,1.0,124.38407274152542,117.64705882352939,0.9884619455543823,0.05554256159972387
1706,0.6,0.83,160.9,186.7,0.7988,515.93,30.0,excellent,515.2941176470588,1.0,40.991052859071374,28.235294117647072,400.0,1.0,122.6893403230193,115.29411764705878,0.8944268818658371,0.03842199582367214
1707,1.24,1.46,144.6,99.9,0.8525,513.05,25.04,excellent,512.9411764705883,1.0,38.56445608790677,23.529411764705912,400.0,1.0,121.83290549555117,112.94117647058829,0.8943109430963013,0.042531430292294226
1708,0.6,1.6,139.1,120.0,0.4711,519.54,42.15,fair,523.5294117647059,1.0,66.5759431183048,43.52941176470591,400.0,1.0,124.90405794505013,123.52941176470586,0.9889791520066161,0.07415272689581795
1709,0.6,0.96,131.8,220.0,0.4425,519.49,41.05,fair,520.0,1.0,69.70148842765215,45.882352941176464,400.0,1.0,128.37386738522235,120.0,0.8892699499724783,0.07387200146391913
1710,0.6,0.96,146.4,120.0,0.5339,516.64,36.25,fair,518.8235294117648,1.0,59.29339175212256,35.29411764705884,400.0,1.0,122.13686726866466,118.82352941176475,0.9376399558151541,0.07408811822248138
1711,1.74,1.1,165.4,79.3,0.8682,516.05,26.73,excellent,516.4705882352941,1.0,39.15836551660133,25.882352941176464,400.0,1.0,121.99387060124737,116.47058823529414,0.9415511399150011,0.04228506687042695
1712,0.6,1.09,139.1,70.0,0.5719,518.72,39.76,fair,522.3529411764706,1.0,69.3474383588942,43.52941176470597,400.0,1.0,123.96974412386562,122.35294117647061,0.9878175714035521,0.10808082027356447
1713,0.6,0.83,110.0,103.3,0.5498,514.2,38.71,fair,516.4705882352941,1.0,62.37490557665909,42.35294117647061,400.0,1.0,118.84064155874506,116.47058823529414,0.9289579312118644,0.06559647912008064
1714,1.74,1.45,158.6,95.2,0.92,516.06,19.71,excellent,515.2941176470588,1.0,29.883509616304018,18.823529411764696,400.0,1.0,125.14538826666485,115.29411764705878,0.861204889178457,0.03520441095651102
1715,0.6,0.83,168.2,103.3,0.7255,516.29,34.67,good,516.4705882352941,1.0,53.80580845492914,34.11764705882359,400.0,1.0,121.518196546393,116.47058823529414,0.9149867686263171,0.0630169068844298
1716,1.96,1.75,119.7,137.0,0.8012,515.31,30.52,excellent,515.2941176470588,1.0,43.78244267904929,30.58823529411768,400.0,1.0,124.30288475960576,115.29411764705878,0.9232645187352758,0.04920718590212772
1717,0.6,1.47,190.0,153.3,0.5822,517.1,43.51,fair,515.2941176470588,1.0,63.473628126563575,45.88235294117652,400.0,1.0,124.55483834857135,115.29411764705878,0.848518671823341,0.07011430446975346
1718,0.6,0.96,110.0,170.0,0.5029,513.95,43.26,fair,510.5882352941177,1.0,67.692124541521,49.41176470588232,400.0,1.0,109.6965936662417,110.58823529411768,0.7648355669868385,0.07043789591811028
1719,1.36,1.61,161.5,233.5,0.7035,517.26,27.02,good,517.6470588235294,1.0,42.03930496814132,27.058823529411825,400.0,1.0,124.27019911803673,117.64705882352939,0.9412947500460843,0.0663447790198174
1720,1.3,1.48,165.2,225.9,0.7817,517.92,26.28,excellent,516.4705882352941,1.0,41.59051215548975,25.88235294117652,400.0,1.0,125.61647403617152,116.47058823529414,0.8468991037641871,0.04862598642330458
1721,1.33,0.85,169.4,101.0,0.92,513.8,23.78,excellent,512.9411764705883,1.0,33.34203377169049,23.529411764705856,400.0,1.0,120.83891726143217,112.94117647058829,0.8706853012388976,0.025927014155976917
1722,0.53,0.67,162.5,166.0,0.92,512.81,23.72,excellent,511.7647058823529,1.0,34.47039087286021,23.529411764705912,400.0,1.0,119.03231889333857,111.76470588235293,0.8522212750694499,0.03771172804615323
1723,0.98,0.95,167.0,112.2,0.8599,516.18,27.48,excellent,516.4705882352941,1.0,40.57957494717729,27.05882352941171,400.0,1.0,121.80420851443338,116.47058823529414,0.9310446964721624,0.04509598228538394
1724,0.76,0.83,160.9,120.0,0.92,514.38,24.65,excellent,515.2941176470588,1.0,37.41597572223597,23.529411764705856,400.0,1.0,119.87203168233226,115.29411764705878,0.9593381599728751,0.037050809406164294
1725,1.71,1.09,157.0,106.8,0.92,510.89,23.12,excellent,510.5882352941177,1.0,35.92690115214832,22.35294117647061,400.0,1.0,117.41627559421566,110.58823529411768,0.8884099215487995,0.04647271320132533
1726,1.66,0.61,110.4,187.6,0.5196,511.42,50.97,fair,507.05882352941177,1.0,83.37702451899597,56.470588235294144,400.0,1.0,121.46921320944242,107.05882352941177,0.7680466231162475,0.1262428810761384
1727,0.6,1.09,124.5,136.7,0.4994,520.32,41.67,fair,517.6470588235294,1.0,71.76761407102545,48.235294117647015,400.0,1.0,128.4085002650305,117.64705882352939,0.8505078572924365,0.07844581277236319
1728,1.9,0.66,155.5,84.5,0.5729,511.93,49.72,fair,511.7647058823529,1.0,75.89539528377603,52.94117647058829,400.0,1.0,120.19517239195429,111.76470588235293,0.8727484075664473,0.08444397874720957
1729,0.6,1.6,117.3,136.7,0.5383,516.83,42.4,fair,517.6470588235294,1.0,61.80418641569921,42.35294117647061,400.0,1.0,124.43575330042299,117.64705882352939,0.9292832608203125,0.06974608453020574
1730,1.14,1.71,130.2,149.4,0.6764,516.26,35.07,good,517.6470588235294,1.0,56.07882150830011,36.47058823529409,400.0,1.0,121.39456687075838,117.64705882352939,0.9442952602359502,0.08102865940868967
1731,0.6,0.83,175.5,220.0,0.6619,517.67,33.97,good,517.6470588235294,1.0,52.400425367556615,35.29411764705878,400.0,1.0,125.55615753609536,117.64705882352939,0.874519001497624,0.06377710820782011
1732,0.6,1.34,139.1,86.7,0.6208,518.4,42.18,good,518.8235294117648,1.0,71.8219150197268,45.882352941176464,400.0,1.0,126.57709766608804,118.82352941176475,0.8868091934182432,0.09306765890788607
1733,0.6,0.7,110.0,86.7,0.5899,518.07,36.95,fair,522.3529411764706,1.0,60.26321980730868,37.64705882352939,400.0,1.0,128.18381388827746,122.35294117647061,0.9715338988574296,0.08171437211401399
1734,0.6,0.7,190.0,103.3,0.6821,516.02,33.1,good,516.4705882352941,1.0,51.20462459074504,34.11764705882359,400.0,1.0,123.74048457991451,116.47058823529414,0.9105486892813676,0.048436147026653345
1735,0.6,1.34,175.5,203.3,0.3791,518.96,44.3,poor,516.4705882352941,1.0,77.60868870533278,48.235294117647015,400.0,1.0,108.99933164247014,116.47058823529414,0.8325941072824405,0.08815480017648739
1736,0.6,1.21,158.4,177.6,0.6383,517.9,35.05,good,517.6470588235294,1.0,59.39311088008736,35.29411764705884,400.0,1.0,125.15465778369712,117.64705882352939,0.8676329389136979,0.0667458494775698
1737,0.6,1.6,190.0,86.7,0.4208,519.81,47.51,fair,514.1176470588235,1.0,90.94820208324899,58.82352941176464,400.0,1.0,128.63018255556503,114.11764705882354,0.7691584243406704,0.1365063945363642
1738,0.79,0.8,120.0,249.6,0.7242,512.67,34.85,good,511.7647058823529,1.0,50.257296663367015,32.941176470588175,400.0,1.0,123.15135075575581,111.76470588235293,0.8699860848366049,0.04989608030053588
1739,1.71,1.08,167.7,214.7,0.672,512.78,32.84,good,511.7647058823529,1.0,53.22302084832544,34.117647058823536,400.0,1.0,121.2896376523238,111.76470588235293,0.8543229068023863,0.05735679102582332
1740,1.87,1.55,141.7,225.0,0.9046,511.92,19.83,excellent,511.7647058823529,1.0,33.4388542297977,18.823529411764753,400.0,1.0,120.27125251068556,111.76470588235293,0.8837105251470764,0.04355997169013319
1741,1.32,1.09,166.9,120.9,0.92,515.02,22.91,excellent,516.4705882352941,1.0,33.632897095292286,22.35294117647061,400.0,1.0,122.13600277196397,116.47058823529414,0.9755917116949748,0.03165288024944677
1742,1.24,1.61,177.8,106.3,0.7194,515.44,31.57,good,516.4705882352941,1.0,49.242699581385466,31.764705882352985,400.0,1.0,123.98692733081711,116.47058823529414,0.9516210973491266,0.05862375195659305
1743,1.93,1.61,125.2,63.1,0.6759,515.4,31.02,good,517.6470588235294,1.0,51.65917337140702,32.94117647058829,400.0,1.0,122.20750009294538,117.64705882352939,0.9655003721497868,0.06759343233610934
1744,1.35,1.6,105.3,106.4,0.5407,516.7,38.32,fair,520.0,1.0,67.2203391453537,40.0,400.0,1.0,122.66449120741406,120.0,0.9608572132064888,0.10007184240102344
1745,1.7,1.74,130.5,86.2,0.8916,515.52,26.02,excellent,516.4705882352941,1.0,37.770706940226034,25.882352941176464,400.0,1.0,123.7298754517092,116.47058823529414,0.9909829344475946,0.03954096186912227
1746,0.6,1.09,168.2,86.7,0.5669,516.74,40.86,fair,520.0,1.0,65.03893529807056,44.70588235294116,400.0,1.0,123.60391635742516,120.0,0.9910280115854948,0.0862451155332615
1747,0.84,1.71,117.2,174.5,0.4571,518.33,45.8,fair,518.8235294117648,1.0,74.5464780861778,50.588235294117624,400.0,1.0,123.99724363452968,118.82352941176475,0.915644144944067,0.10135873670101944
1748,0.76,0.83,146.4,170.0,0.8705,517.12,22.52,excellent,516.4705882352941,1.0,37.39653345807511,22.35294117647061,400.0,1.0,121.93707812289232,116.47058823529414,0.8662825959824034,0.04600687058657456
1749,2.04,1.26,152.9,117.1,0.7114,516.39,28.97,good,516.4705882352941,1.0,43.69899795858488,28.235294117647072,400.0,1.0,126.4532257501616,116.47058823529414,0.9117396220349587,0.04693278840483137
1750,1.37,0.79,139.4,148.8,0.7679,515.44,30.87,excellent,514.1176470588235,1.0,45.10969567490798,31.764705882352985,400.0,1.0,121.7322603534927,114.11764705882354,0.8569529079931508,0.04838025084441096
1751,1.47,1.07,150.5,132.7,0.8253,515.48,24.08,excellent,514.1176470588235,1.0,35.89606460681485,23.529411764705856,400.0,1.0,121.41563415309886,114.11764705882354,0.8402551513179803,0.034692137840096136
1752,2.06,1.34,148.4,133.7,0.8068,515.45,26.83,excellent,516.4705882352941,1.0,41.57714621014892,28.235294117647015,400.0,1.0,122.93906409402894,116.47058823529414,0.9559936295976522,0.04125980544135287
1753,1.71,0.65,198.2,63.9,0.4083,515.7,52.7,fair,521.1764705882354,1.0,96.44631937550861,63.52941176470591,400.0,1.0,125.97450067043378,121.17647058823536,0.9993875220472123,0.1604368891363416
1754,1.07,1.22,134.8,155.4,0.8662,514.82,28.94,excellent,514.1176470588235,1.0,43.301349468612656,29.41176470588232,400.0,1.0,121.50507503448601,114.11764705882354,0.8831211477024514,0.0351634957650747
1755,0.6,1.34,153.6,120.0,0.5787,518.43,41.13,fair,517.6470588235294,1.0,64.53366789893768,42.35294117647061,400.0,1.0,121.02360963373823,117.64705882352939,0.8802249897041858,0.09002384574811126
1756,1.58,1.76,196.4,202.8,0.7182,514.58,33.97,good,511.7647058823529,1.0,48.80577992969306,32.94117647058823,400.0,1.0,123.79286768416378,111.76470588235293,0.8024544960562093,0.05523178320347054
1757,1.99,1.3,186.3,88.4,0.7786,516.27,29.34,excellent,514.1176470588235,1.0,44.75392112428206,29.411764705882376,400.0,1.0,123.61690954365716,114.11764705882354,0.8107561497369024,0.05487572169076231
1758,0.92,0.62,194.5,66.0,0.7826,513.55,30.64,excellent,515.2941176470588,1.0,45.960201822916986,29.411764705882376,400.0,1.0,122.30593380411736,115.29411764705878,0.9983757015539049,0.03662938446339627
1759,1.44,1.15,118.4,103.1,0.6768,515.2,29.74,good,516.4705882352941,1.0,49.93549769770336,29.411764705882376,400.0,1.0,120.686285049759,116.47058823529414,0.9269709651009881,0.07480837954079943
1760,0.6,0.96,160.9,186.7,0.4699,516.12,38.04,fair,511.7647058823529,1.0,71.16559256091664,44.70588235294122,400.0,1.0,126.43062157696906,111.76470588235293,0.7628330320461691,0.08750801675877228
1761,0.6,1.34,139.1,203.3,0.5134,518.64,42.14,fair,514.1176470588235,1.0,73.5012287950776,43.529411764705856,400.0,1.0,125.27494213897941,114.11764705882354,0.7808988295277222,0.1255680706906622
1762,0.65,0.99,137.3,224.2,0.6335,518.98,39.24,good,520.0,1.0,61.331940479554916,38.82352941176475,400.0,1.0,129.32835855563795,120.0,0.9264137614898104,0.07224542764624493
1763,1.53,0.77,100.5,78.9,0.4566,514.82,48.87,fair,521.1764705882354,1.0,84.80702069702053,55.29411764705878,400.0,1.0,123.2573813999592,121.17647058823536,0.9743088587870614,0.11260216238678455
1764,0.6,1.34,182.7,220.0,0.5624,518.66,41.58,fair,517.6470588235294,1.0,67.8681032109969,44.70588235294122,400.0,1.0,125.61663785240381,117.64705882352939,0.8561859139994259,0.08512981108346934
1765,1.02,1.35,144.5,109.3,0.8108,513.25,31.12,excellent,512.9411764705883,1.0,44.64695244819967,30.58823529411768,400.0,1.0,120.58948515202157,112.94117647058829,0.898117658690464,0.03720216700812939
